Wavelength [nm],spectra
476.946,1.040004397
477.018,1.025838424
477.090,1.070596373
477.162,1.046204433
477.235,1.064079344
477.307,1.044168153
477.379,1.048577008
477.451,1.040149629
477.523,1.052126167
477.595,1.039319674
477.668,1.085675368
477.740,1.068937826
477.812,1.04617012
477.884,1.054165054
477.956,1.081531992
478.028,1.057796273
478.100,1.073738209
478.172,1.059935955
478.245,1.07346963
478.317,1.045853779
478.389,1.051927631
478.461,1.054724238
478.533,1.067584389
478.605,1.071028807
478.677,1.075854544
478.749,1.059643563
478.821,1.063768526
478.893,1.062351395
478.965,1.078262231
479.037,1.081296583
479.110,1.106000227
479.182,1.085621317
479.254,1.094051814
479.326,1.07214196
479.398,1.070856878
479.470,1.088186045
479.542,1.076444959
479.614,1.073569744
479.686,1.074739346
479.758,1.076942911
